,Average account balance,TN debtor transactions,TN creditor transactions,TN transactions,average debtor transaction,average creditor transaction,DBNCD,DFACD,Label
0,0.8886133515308208,2.8237092943191972e-11,7.49686561181822e-10,7.779236541250139e-10,0.3276291330264141,0.006723767499225701,7.2144946823863e-10,-0.3209053655271884,2
1,0.8193276890495214,4.5583270054799513e-11,1.1856239134052047e-09,1.2312071834600043e-09,0.4140965815253526,0.017987229580982377,1.1400406433504052e-09,-0.3961093519443702,2
2,0.9486514873812613,2.2764870099959167e-12,2.0695336454508334e-13,2.483440374541e-12,0.2372971083003444,0.20695336454508334,-2.0695336454508334e-12,-0.030343743755261072,2
3,0.5444276529768866,2.606153594122337e-10,5.940497163072974e-10,8.546650757195312e-10,0.6235097958211002,0.5571645884759123,3.334343568950637e-10,-0.06634520734518784,1
4,0.726897681810224,3.5991945603903134e-12,1.2703039624906989e-11,1.6302234185297303e-11,0.5575222946490485,0.2269292236055854,9.103845064516675e-12,-0.3305930710434631,2
5,0.6291155383890386,2.0950632125621586e-10,1.1281109606103931e-10,3.223174173172552e-10,0.6289793475147881,0.3879441152748311,-9.669522519517655e-11,-0.24103523223995707,1
6,0.9956463090281735,6.012737424667869e-09,3.296231150028999e-09,9.308968574696868e-09,0.051317643392769244,0.07433210252628786,-2.7165062746388693e-09,0.023014459133518617,2
7,0.9518136466072207,1.3904612390076633e-10,2.740515912095446e-08,2.7544205244855226e-08,0.042800094870469825,0.23506217551468744,2.7266112997053692e-08,0.19226208064421763,2
8,0.9619004873243697,1.194875931897378e-07,1.7708944251719414e-06,1.8903820183616792e-06,0.14962360383483134,0.21828064564124516,1.6514068319822036e-06,0.06865704180641381,2
9,0.9605508156007875,1.755628350547866e-08,5.735530784187708e-07,5.911093619242494e-07,0.22454530465460715,0.14152363422559813,5.559967949132922e-07,-0.08302167042900903,2
10,0.9165357701825242,2.445845718366273e-10,8.195171368032446e-11,3.265362855169518e-10,0.045911024506566,0.3029559128950174,-1.6263285815630283e-10,0.2570448883884514,2
11,0.7580029917265342,2.674909686586634e-10,4.3201229561861553e-10,6.995032642772789e-10,0.5206876455355163,0.3571891329630501,1.6452132695995212e-10,-0.16349851257246614,2
12,0.9548697171881165,1.2058404577697575e-07,2.4209676863761913e-08,1.4479372264073764e-07,0.14955052142952915,0.24011700605948225,-9.637436891321381e-08,0.0905664846299531,2
13,0.9428154916816296,1.8384321848207472e-08,2.105034013592966e-09,2.0489355861800437e-08,0.24598756755698492,0.022161934751950312,-1.6279287834614506e-08,-0.22382563280503462,2
14,0.9893043960360377,8.619028540188338e-13,3.4476114160753352e-12,4.309514270094169e-12,0.07757125686169504,0.11705076162282438,2.5857085620565014e-12,0.039479504761129346,2
15,0.949097902864405,2.484644946780235e-10,2.500433660488872e-09,2.7488981551668957e-09,0.22990335344096777,0.015127223570755103,2.2519691658108487e-09,-0.21477612987021266,2
16,0.9391423593303194,5.655542222932006e-10,3.9380616092195257e-10,9.593603832151531e-10,0.1960438543439105,0.2717484934657382,-1.7174806137124803e-10,0.07570463912182772,2
17,0.9960259169520808,1.713713165461211e-10,3.128970667274683e-10,4.842683832735894e-10,0.005904501913760039,0.06572198110403082,1.415257501813472e-10,0.05981747919027078,2
18,0.7505068285384058,1.027769802670657e-11,3.6706064381094885e-12,1.3948304464816058e-11,0.5386316711306744,0.2971850354075444,-6.60709158859708e-12,-0.24144663572313,2
